search_strategy,num_words,num_states,query_len,num_beam,recall,results,query,target,lattice_num_states,alpha,search_stage,time_seconds,words_per_sec
beam_jit,20,121,13,20.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,6.202695658430457e-05,16122.022666722973
beam_jit,20,121,13,20.0,0.0,"[('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309), ('unmounted', 14.381460792951469)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,5.586602492257953e-05,17899.9669546173
beam_forward_backward_jit,20,121,13,20.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('collectable', 12.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.00012376403901726007,8079.891444562022
beam_forward_backward_jit,20,121,13,20.0,0.0,"[('collectable', 12.363874043493144), ('lief', 12.816966739913209), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.088673435669309), ('unmounted', 14.381460792951469)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.00012366398004814982,8086.4290443396685
beam_jit,20,121,13,50.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('envineyard', 12.0), ('surrenal', 12.0), ('margaritomancy', 13.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.00016675604274496436,5996.784185682516
beam_jit,20,121,13,50.0,0.0,"[('hutcher', 12.134253973239442), ('lief', 12.857784426110292), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('trueheartedness', 16.35415064453166)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0001589310122653842,6292.03819787036
beam_forward_backward_jit,20,121,13,50.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('gossypine', 11.0), ('lief', 11.0), ('collectable', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('margaritomancy', 13.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.00034339004196226597,2912.140358775712
beam_forward_backward_jit,20,121,13,50.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('surrenal', 13.483932104336176), ('remass', 13.782073549968823), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.00034221902024000883,2922.105262584964
beam_jit,20,121,13,100.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('lief', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('bullskin', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 15.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.00038346595829352736,2607.793412615107
beam_jit,20,121,13,100.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.674770991787993), ('lief', 12.857784426110292), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918197), ('remass', 13.782073549968825), ('backwasher', 13.823593944185463), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('envineyard', 14.975891279268323), ('gossypine', 15.4828486070683), ('trueheartedness', 15.631288983886), ('margaritomancy', 16.69727173986404), ('collectable', 17.673526446192923)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0003777150413952768,2647.4984853820138
beam_forward_backward_jit,20,121,13,100.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('lief', 11.0), ('gossypine', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('bullskin', 12.0), ('severe', 12.0), ('viol', 12.0), ('stop', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 15.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.0007832940318621695,1276.6597973721862
beam_forward_backward_jit,20,121,13,100.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('gallop', 12.708302425934168), ('riva', 12.711260757334221), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918195), ('remass', 13.782073549968823), ('unpracticed', 13.797127015772805), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('gossypine', 14.521155962454), ('margaritomancy', 14.889136154187524), ('envineyard', 14.975891279268323), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0007840150501579046,1275.4857190542386
beam_jit,20,121,13,200.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('gossypine', 11.0), ('lief', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('stop', 12.0), ('bullskin', 12.0), ('viol', 12.0), ('severe', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 14.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.0006335999933071434,1578.2828449545782
beam_jit,20,121,13,200.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718387), ('gallop', 12.708302425934168), ('riva', 12.711260757334225), ('lief', 12.816966739913209), ('collectable', 12.865034789092237), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918197), ('bearance', 13.711451124222396), ('remass', 13.782073549968825), ('bullskin', 14.061574801864488), ('unpracticed', 14.13434880537724), ('unmounted', 14.381460792951469), ('backwasher', 14.665789245072908), ('margaritomancy', 14.90005640490743), ('envineyard', 14.975891279268323), ('gossypine', 15.4828486070683), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0006236619665287435,1603.432714625723
beam_forward_backward_jit,20,121,13,200.0,1.0,"[('unpracticed', 5.0), ('bearance', 9.0), ('hutcher', 10.0), ('unmounted', 10.0), ('backwasher', 10.0), ('remass', 11.0), ('riva', 11.0), ('collectable', 11.0), ('gossypine', 11.0), ('lief', 11.0), ('envineyard', 12.0), ('surrenal', 12.0), ('gallop', 12.0), ('semihiatus', 12.0), ('stop', 12.0), ('bullskin', 12.0), ('viol', 12.0), ('severe', 12.0), ('margaritomancy', 13.0), ('trueheartedness', 14.0)]",hnprfabtsicee,unpracticed,,0.0,search_time,0.0012311820173636079,812.2275877139193
beam_forward_backward_jit,20,121,13,200.0,0.0,"[('hutcher', 12.134253973239442), ('viol', 12.180456345718383), ('collectable', 12.363874043493144), ('gallop', 12.708302425934168), ('riva', 12.711260757334221), ('lief', 12.816966739913209), ('unmounted', 13.214507646992262), ('semihiatus', 13.229212889134716), ('stop', 13.294284467326998), ('surrenal', 13.483932104336176), ('severe', 13.616337772918195), ('bearance', 13.711451124222396), ('remass', 13.782073549968823), ('unpracticed', 13.797127015772805), ('backwasher', 13.823593944185461), ('bullskin', 14.061574801864488), ('gossypine', 14.619143538349565), ('envineyard', 14.74787776821464), ('margaritomancy', 14.889136154187524), ('trueheartedness', 15.631288983886)]",hnprfabtsicee,unpracticed,,0.01778279410038923,search_time,0.0012321139802224934,811.6132241429656
edit_graph,20,121,8,,,"[('riva', 5.0)]",frifysvh,riva,9.0,,search_time_jit,,inf
edit_graph,20,121,8,,,"[('riva', 5.0)]",frifysvh,riva,9.0,0.01778279410038923,search_time_jit,,inf
beam_jit,20,121,8,10.0,0.0,"[('backwasher', 9.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,5.3060008212924004e-05,18846.585850252974
beam_jit,20,121,8,10.0,0.0,"[('surrenal', 9.24649250497748), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,3.173999721184373e-05,31505.98890496599
beam_forward_backward_jit,20,121,8,10.0,1.0,"[('riva', 5.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unpracticed', 12.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,6.305996794253588e-05,15857.921160240068
beam_forward_backward_jit,20,121,8,10.0,0.0,"[('lief', 8.091449105602528), ('surrenal', 9.24649250497748), ('collectable', 10.040614705514566), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,6.242899689823389e-05,16018.19746727806
beam_jit,20,121,8,20.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('backwasher', 9.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,5.277997115626931e-05,18946.581024821535
beam_jit,20,121,8,20.0,0.0,"[('stop', 8.533790427589937), ('surrenal', 9.24649250497748), ('gossypine', 9.83615539762236), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,4.6368048060685396e-05,21566.57529968102
beam_forward_backward_jit,20,121,8,20.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('backwasher', 9.0), ('unmounted', 9.0), ('envineyard', 9.0), ('unpracticed', 11.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.000102864985819906,9721.4809493172
beam_forward_backward_jit,20,121,8,20.0,0.0,"[('viol', 7.041748690426597), ('stop', 8.533790427589937), ('remass', 9.015842524082466), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,0.00010292499791830778,9715.812681324573
beam_jit,20,121,8,50.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gossypine', 8.0), ('backwasher', 9.0), ('envineyard', 13.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.000128122977912426,7805.001228456579
beam_jit,20,121,8,50.0,0.0,"[('lief', 8.09158562689727), ('stop', 8.533790427589937), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('unpracticed', 12.342136994614668), ('semihiatus', 13.040666650962851), ('trueheartedness', 15.152880417314968)]",frifysvh,riva,,0.01778279410038923,search_time,0.00012523698387667537,7984.861732096088
beam_forward_backward_jit,20,121,8,50.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gossypine', 8.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unmounted', 9.0), ('unpracticed', 11.0), ('semihiatus', 11.0), ('trueheartedness', 14.0), ('margaritomancy', 16.0)]",frifysvh,riva,,0.0,search_time,0.00026507198344916105,3772.5601438063445
beam_forward_backward_jit,20,121,8,50.0,0.0,"[('viol', 7.041748690426597), ('lief', 8.091449105602528), ('stop', 8.533790427589937), ('severe', 8.889889575686288), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.585705872828722), ('envineyard', 11.00968219133864), ('unpracticed', 12.342136994614668), ('backwasher', 12.889993202719733), ('semihiatus', 13.040666650962851), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,search_time,0.0002646109787747264,3779.1326899226615
beam_jit,20,121,8,100.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('gossypine', 8.0), ('stop', 8.0), ('severe', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('surrenal', 12.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.00026092398911714554,3832.53377117056
beam_jit,20,121,8,100.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091553400223715), ('stop', 8.533790427589937), ('severe', 8.881905363868652), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('semihiatus', 11.816516438658665), ('backwasher', 11.891925806749573), ('unpracticed', 11.968240060326622), ('collectable', 13.040614705516555), ('envineyard', 13.994080756718043), ('trueheartedness', 14.769339205654763), ('margaritomancy', 14.948612954752413)]",frifysvh,riva,,0.01778279410038923,search_time,0.0002493720385245979,4010.0726846380603
beam_forward_backward_jit,20,121,8,100.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('gossypine', 8.0), ('stop', 8.0), ('severe', 8.0), ('surrenal', 8.0), ('backwasher', 9.0), ('envineyard', 9.0), ('unmounted', 9.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.0005204760236665606,1921.3180906113037
beam_forward_backward_jit,20,121,8,100.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602528), ('stop', 8.533790427589937), ('severe', 8.88190536386865), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.58570587282872), ('envineyard', 11.00968219133864), ('semihiatus', 11.816516438658665), ('backwasher', 11.890025397894338), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.987545776422312), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,search_time,0.0005078719696030021,1969.000180855992
beam_jit,20,121,8,200.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('severe', 8.0), ('stop', 8.0), ('surrenal', 8.0), ('gossypine', 8.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.0003249549772590399,3077.349386782415
beam_jit,20,121,8,200.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602527), ('stop', 8.533790427589937), ('severe', 8.881905363868652), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('gossypine', 9.83615539762236), ('hutcher', 10.35875950139349), ('unmounted', 10.585705872828722), ('envineyard', 10.99700075033911), ('collectable', 10.998755454401369), ('semihiatus', 11.816516438658665), ('backwasher', 11.891925806749573), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.9552974436343), ('trueheartedness', 14.769339205654763)]",frifysvh,riva,,0.01778279410038923,search_time,0.00031733099604025483,3151.283714727778
beam_forward_backward_jit,20,121,8,200.0,1.0,"[('riva', 5.0), ('remass', 6.0), ('lief', 7.0), ('viol', 7.0), ('bearance', 8.0), ('bullskin', 8.0), ('gallop', 8.0), ('hutcher', 8.0), ('severe', 8.0), ('stop', 8.0), ('surrenal', 8.0), ('gossypine', 8.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 9.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 14.0)]",frifysvh,riva,,0.0,search_time,0.0006284709670580924,1591.1633988138797
beam_forward_backward_jit,20,121,8,200.0,0.0,"[('viol', 7.041748690426597), ('riva', 7.970731966885307), ('bearance', 7.970808864825108), ('gallop', 7.971648519792596), ('lief', 8.091449105602527), ('stop', 8.533790427589937), ('severe', 8.88190536386865), ('remass', 9.015810297408901), ('surrenal', 9.24649250497748), ('bullskin', 9.31603291576841), ('hutcher', 9.613073135428152), ('gossypine', 9.83615539762236), ('collectable', 10.040614705514566), ('unmounted', 10.58570587282872), ('envineyard', 10.995536054405195), ('semihiatus', 11.816516438658665), ('backwasher', 11.890025397894338), ('unpracticed', 11.968240060326622), ('margaritomancy', 13.9552974436343), ('trueheartedness', 14.769339205654761)]",frifysvh,riva,,0.01778279410038923,search_time,0.0006276890053413808,1593.1456365977458
edit_graph,20,121,7,,,"[('hutcher', 5.0)]",wuwhwzr,hutcher,14.0,,search_time_jit,,inf
edit_graph,20,121,7,,,"[('hutcher', 3.13551712)]",wuwhwzr,hutcher,14.0,0.01778279410038923,search_time_jit,,inf
beam_jit,20,121,7,10.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0)]",wuwhwzr,hutcher,,0.0,search_time,4.674802767112851e-05,21391.276804980545
beam_jit,20,121,7,10.0,0.0,"[('lief', 6.52350687451574), ('hutcher', 6.7369404948216)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,2.9385031666606665e-05,34030.93150777191
beam_forward_backward_jit,20,121,7,10.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('backwasher', 8.0)]",wuwhwzr,hutcher,,0.0,search_time,5.451298784464598e-05,18344.252251405727
beam_forward_backward_jit,20,121,7,10.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239114), ('hutcher', 6.7369404948216)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,5.3983007092028856e-05,18524.347824774293
beam_jit,20,121,7,20.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('surrenal', 7.0), ('unmounted', 9.0)]",wuwhwzr,hutcher,,0.0,search_time,4.3642998207360506e-05,22913.1828947386
beam_jit,20,121,7,20.0,0.0,"[('viol', 5.495309150809301), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('trueheartedness', 14.467480839270458)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,3.903399920091033e-05,25618.691921699854
beam_forward_backward_jit,20,121,7,20.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('surrenal', 7.0), ('riva', 7.0), ('backwasher', 8.0), ('unmounted', 9.0), ('unpracticed', 11.0)]",wuwhwzr,hutcher,,0.0,search_time,9.295594645664096e-05,10757.784069967458
beam_forward_backward_jit,20,121,7,20.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('backwasher', 9.949853704773778), ('trueheartedness', 14.467480839270458)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,9.13440017029643e-05,10947.626350461805
beam_jit,20,121,7,50.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('surrenal', 7.0), ('bearance', 8.0), ('unmounted', 9.0), ('backwasher', 9.0), ('collectable', 11.0), ('unpracticed', 11.0)]",wuwhwzr,hutcher,,0.0,search_time,0.00010903598740696907,9171.283938279672
beam_jit,20,121,7,50.0,0.0,"[('viol', 5.495309150809301), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061594), ('gossypine', 9.768398410263947), ('remass', 9.793190742465004), ('bullskin', 9.834841423218542), ('semihiatus', 9.885779940852364), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.00010070099961012602,9930.388018704878
beam_forward_backward_jit,20,121,7,50.0,1.0,"[('hutcher', 5.0), ('bullskin', 7.0), ('surrenal', 7.0), ('riva', 7.0), ('bearance', 8.0), ('backwasher', 8.0), ('unmounted', 9.0), ('gossypine', 9.0), ('envineyard', 10.0), ('collectable', 11.0), ('unpracticed', 11.0)]",wuwhwzr,hutcher,,0.0,search_time,0.0002183440374210477,4579.928134568804
beam_forward_backward_jit,20,121,7,50.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061594), ('semihiatus', 9.317673605406194), ('gossypine', 9.768398410263947), ('remass', 9.79305009091609), ('bullskin', 9.834841423218542), ('backwasher', 9.949853704773778), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 12.598484311734373), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.00021940498845651746,4557.781511873801
beam_jit,20,121,7,100.0,1.0,"[('hutcher', 5.0), ('gallop', 7.0), ('lief', 7.0), ('remass', 7.0), ('riva', 7.0), ('severe', 7.0), ('stop', 7.0), ('bullskin', 7.0), ('surrenal', 7.0), ('bearance', 8.0), ('gossypine', 9.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 19.0)]",wuwhwzr,hutcher,,0.0,search_time,0.00021458702394738793,4660.114025558126
beam_jit,20,121,7,100.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061592), ('gossypine', 9.768398410263947), ('remass', 9.793050090916092), ('bullskin', 9.834841423218542), ('semihiatus', 9.885779940852364), ('backwasher', 9.896910924021856), ('bearance', 9.970994104179919), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 10.948659578481662), ('envineyard', 12.968055232219834), ('trueheartedness', 13.835829935911374), ('collectable', 14.034503560524872), ('margaritomancy', 15.953817637415252)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.0002063200226984918,4846.839327181356
beam_forward_backward_jit,20,121,7,100.0,1.0,"[('hutcher', 5.0), ('gallop', 7.0), ('lief', 7.0), ('remass', 7.0), ('riva', 7.0), ('severe', 7.0), ('stop', 7.0), ('bullskin', 7.0), ('surrenal', 7.0), ('viol', 7.0), ('bearance', 8.0), ('backwasher', 8.0), ('gossypine', 9.0), ('unmounted', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 15.0)]",wuwhwzr,hutcher,,0.0,search_time,0.0004234620137140155,2361.486904644412
beam_forward_backward_jit,20,121,7,100.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061592), ('bearance', 8.970998308920096), ('semihiatus', 9.317673605406194), ('gossypine', 9.768398410263947), ('remass', 9.79305009091609), ('bullskin', 9.834841423218542), ('backwasher', 9.896910924021856), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 10.948659578481662), ('envineyard', 10.970859251641246), ('collectable', 11.602907137532183), ('margaritomancy', 13.627557741235613), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.0004172910121269524,2396.4091507817334
beam_jit,20,121,7,200.0,1.0,"[('hutcher', 5.0), ('gallop', 7.0), ('lief', 7.0), ('remass', 7.0), ('riva', 7.0), ('severe', 7.0), ('stop', 7.0), ('viol', 7.0), ('bullskin', 7.0), ('surrenal', 7.0), ('bearance', 8.0), ('gossypine', 9.0), ('unmounted', 9.0), ('backwasher', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 15.0)]",wuwhwzr,hutcher,,0.0,search_time,0.00025785795878618956,3878.1040721305762
beam_jit,20,121,7,200.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061592), ('bearance', 8.970998308920095), ('gossypine', 9.768398410263947), ('remass', 9.793050090916092), ('bullskin', 9.834841423218542), ('semihiatus', 9.885779940852364), ('backwasher', 9.896910924021856), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 10.948659578481662), ('envineyard', 10.970859251641246), ('collectable', 10.99057870829564), ('margaritomancy', 13.017068971958157), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.0002531799837015569,3949.7593189625068
beam_forward_backward_jit,20,121,7,200.0,1.0,"[('hutcher', 5.0), ('gallop', 7.0), ('lief', 7.0), ('remass', 7.0), ('riva', 7.0), ('severe', 7.0), ('stop', 7.0), ('viol', 7.0), ('bullskin', 7.0), ('surrenal', 7.0), ('bearance', 8.0), ('backwasher', 8.0), ('gossypine', 9.0), ('unmounted', 9.0), ('envineyard', 10.0), ('semihiatus', 10.0), ('collectable', 11.0), ('unpracticed', 11.0), ('margaritomancy', 14.0), ('trueheartedness', 15.0)]",wuwhwzr,hutcher,,0.0,search_time,0.0005205959896557033,1920.8753426267288
beam_forward_backward_jit,20,121,7,200.0,0.0,"[('viol', 5.495309150809301), ('gallop', 6.021146389945507), ('lief', 6.52350687451574), ('stop', 6.577242463239113), ('hutcher', 6.7369404948216), ('riva', 7.430608976434446), ('severe', 8.881955028061592), ('bearance', 8.970998308920095), ('semihiatus', 9.317673605406194), ('gossypine', 9.768398410263947), ('remass', 9.79305009091609), ('bullskin', 9.834841423218542), ('backwasher', 9.896910924021856), ('surrenal', 10.831807935155114), ('unmounted', 10.865627444462435), ('unpracticed', 10.94865957848166), ('envineyard', 10.970859251641246), ('collectable', 10.99057870829564), ('margaritomancy', 13.017068971958157), ('trueheartedness', 13.835829935911374)]",wuwhwzr,hutcher,,0.01778279410038923,search_time,0.0005013399641029537,1994.6544692268797
edit_graph,20,148,12,,,"[('treading', 5.0)]",ktryjeadwino,treading,13.0,,search_time_jit,,inf
edit_graph,20,148,12,,,"[('treading', 4.80361986)]",ktryjeadwino,treading,13.0,0.31622776601683794,search_time_jit,,inf
beam_jit,20,148,12,10.0,0.0,"[('acrobat', 10.0), ('adighe', 11.0)]",ktryjeadwino,treading,,0.0,search_time,5.078600952401757e-05,19690.46218382413
beam_jit,20,148,12,10.0,0.0,"[('iconostas', 10.6893043269016), ('hypomorph', 12.736554256351434), ('incumbentess', 14.2919059649531)]",ktryjeadwino,treading,,0.31622776601683794,search_time,2.9474962502717972e-05,33927.09998894102
